Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
1992,8,16,Helen,AtascosaHighlandsAZ,Erynnis funeralis,8,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Erynnis tristis,12,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Euptoieta claudia,12,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema boisduvaliana,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema daira,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema lisa,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema mexicana,353,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema nicippe,138,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema nise,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Eurema proterpia,12,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Heliopetes domicella,7,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,37,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Hemiargus isola,142,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Hesperia pahaska,95,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Hylephila phyleus,3,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Junonia coenia,2,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Junonia genoveva,54,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Kricogonia lyside,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Leptotes marina,324,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Lerema accius,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Lerodea eufala,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Libytheana carinenta,63,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Limenitis archippus,5,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Limenitis arthemis,14,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Megisto rubricata,8,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Mestra amymone,10,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Ministrymon leda,138,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Nathalis iole,137,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,7,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Papilio cresphontes,5,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Papilio multicaudata,18,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Papilio polyxenes,6,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Phoebis agarithe,4,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Phoebis philea,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Phoebis sennae,520,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Pholisora catullus,15,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Phyciodes picta,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Phyciodes texana,74,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Piruna cingo,19,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Plebejus acmon,2,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Polites carus,1,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Polygonus leo,2,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Pontia protodice,3,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Pyrgus albescens,5,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Pyrgus philetas,96,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,350,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Staphylus ceos,78,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Strymon melinus,26,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,12,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Systasea zampa,39,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Texola elada,52,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Thorybes pylades,5,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Urbanus dorantes,10,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Vanessa atalanta,2,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Vanessa cardui,74,NA
1992,8,16,Helen,AtascosaHighlandsAZ,Vanessa virginiensis,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Achalarus casica,2,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Adelpha bredowii,6,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Agraulis vanillae,24,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,13,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Amblyscirtes elissa,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Amblyscirtes eos,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Amblyscirtes nereus,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,6,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Apodemia mormo,9,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Apodemia palmeri,7,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Asterocampa celtis,4,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Asterocampa clyton,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Asterocampa leilia,68,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Atalopedes campestris,14,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,9,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Battus philenor,137,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Brephidium exile,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,24,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Calephelis nemesis,16,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Callophrys xami,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Celotes nessus,25,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Chioides catillus,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Chlosyne lacinia,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Chlosyne theona,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,11,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Cogia hippalus,12,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Colias cesonia,72,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Colias eurytheme,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,57,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Danaus gilippus,107,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Dymasia dymas,23,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Emesis zela,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Erynnis funeralis,11,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Erynnis tristis,5,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Eurema mexicana,56,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Eurema nicippe,45,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Eurema proterpia,4,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,26,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Hemiargus isola,47,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Hesperia pahaska,12,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Hylephila phyleus,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Junonia coenia,24,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Junonia genoveva,15,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Leptotes marina,83,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Lerodea arabus,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Lerodea eufala,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Libytheana carinenta,38,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Limenitis archippus,7,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Limenitis arthemis,15,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Megisto rubricata,26,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Ministrymon leda,69,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Nathalis iole,18,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Papilio multicaudata,21,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Papilio polyxenes,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Phoebis agarithe,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Phoebis sennae,237,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pholisora catullus,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Phyciodes texana,18,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pieris rapae,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Plebejus acmon,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pontia protodice,2,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pyrgus albescens,2,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pyrgus philetas,9,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,82,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Staphylus ceos,4,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Strymon melinus,14,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,2,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Systasea zampa,11,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Texola elada,46,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Thorybes drusius,3,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Thorybes pylades,1,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Vanessa cardui,5,NA
1993,8,14,Helen,AtascosaHighlandsAZ,Vanessa virginiensis,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Achalarus casica,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Agraulis vanillae,23,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,8,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes eos,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,3,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Ancyloxypha arene,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Anteos clorinde,7,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Apodemia mormo,3,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Apodemia palmeri,39,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Asterocampa leilia,19,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Battus philenor,257,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,10,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Calephelis nemesis,6,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Callophrys gryneus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Celotes nessus,14,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Chioides catillus,3,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Cogia hippalus,19,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Colias cesonia,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Colias eurytheme,7,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,8,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Danaus gilippus,50,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Danaus plexippus,6,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Dymasia dymas,235,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Erynnis funeralis,18,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Euptoieta claudia,66,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Eurema mexicana,14,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Eurema nicippe,84,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Eurema proterpia,55,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,157,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Hemiargus isola,246,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Hesperia pahaska,2,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Hylephila phyleus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Junonia genoveva,8,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Leptotes marina,336,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Libytheana carinenta,28,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Limenitis arthemis,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Megisto rubricata,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Ministrymon leda,334,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Nathalis iole,18,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Papilio cresphontes,21,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Papilio multicaudata,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Papilio polyxenes,3,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Phoebis agarithe,3,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Phoebis philea,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Phoebis sennae,1126,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Pholisora catullus,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Plebejus acmon,2,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Polites carus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Pyrgus albescens,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Pyrgus philetas,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Staphylus ceos,5,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Strymon melinus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,4,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Systasea zampa,4,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Texola elada,250,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Thorybes drusius,6,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Thorybes pylades,4,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Urbanus dorantes,12,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Urbanus proteus,1,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Vanessa atalanta,2,NA
1994,8,13,Helen,AtascosaHighlandsAZ,Vanessa cardui,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Achalarus casica,6,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Agraulis vanillae,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,17,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes elissa,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes eos,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes exoteria,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Anteos clorinde,3,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Apodemia mormo,21,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Apodemia palmeri,6,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Asterocampa celtis,5,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Asterocampa clyton,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Asterocampa leilia,30,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Atalopedes campestris,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,8,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Battus philenor,55,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Brephidium exile,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,33,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Calephelis nemesis,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Callophrys gryneus,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Celotes nessus,46,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Chlosyne theona,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,8,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Cogia caicus,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Cogia hippalus,136,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Colias cesonia,13,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Colias eurytheme,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,11,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Danaus gilippus,68,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Dymasia dymas,168,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Emesis ares,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Erynnis funeralis,11,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Erynnis tristis,8,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Euptoieta claudia,16,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Eurema mexicana,12,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Eurema nicippe,136,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,14,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Hemiargus isola,7,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Hesperia pahaska,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Junonia coenia,21,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Junonia genoveva,47,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Kricogonia lyside,495,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Leptotes marina,27,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Libytheana carinenta,17,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Limenitis archippus,7,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Limenitis arthemis,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Megisto rubricata,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Ministrymon leda,58,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Nathalis iole,30,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,3,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Papilio cresphontes,3,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Papilio multicaudata,8,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Papilio polyxenes,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Phoebis agarithe,12,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Phoebis philea,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Phoebis sennae,373,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Pholisora catullus,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Phyciodes texana,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Piruna cingo,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Plebejus acmon,4,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Polygonus leo,45,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Pontia protodice,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Pyrgus communis,2,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Pyrgus philetas,14,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,3,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Staphylus ceos,47,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Strymon melinus,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,1,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Systasea zampa,9,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Texola elada,145,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Thorybes drusius,23,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Thorybes pylades,32,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Urbanus dorantes,18,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Vanessa atalanta,3,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Vanessa cardui,194,NA
1995,8,20,Helen,AtascosaHighlandsAZ,Vanessa virginiensis,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Achalarus casica,17,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Adelpha bredowii,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Agraulis vanillae,4,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,9,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Amblyscirtes cassus,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Amblyscirtes eos,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,7,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Apodemia mormo,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Apodemia palmeri,305,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Asterocampa leilia,50,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Atlides halesus,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Atrytonopsis cestus,5,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Atrytonopsis edwardsii,23,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Battus philenor,82,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Brephidium exile,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Celotes nessus,4,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Chlosyne lacinia,17,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Chlosyne theona,17,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Cogia caicus,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Cogia hippalus,102,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Colias cesonia,7,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Colias eurytheme,4,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,11,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Cyllopsis pyracmon,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Danaus gilippus,107,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Danaus plexippus,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Dymasia dymas,194,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Electrostrymon mathewi,1,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Emesis ares,3,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Emesis zela,2,NA
1996,8,18,Helen,AtascosaHighlandsAZ,Erynnis funeralis,7,NA
